id,sequence,department_id/id,name,mos,no_of_recruitment,payroll_grade,rank_id/id
a1234-j1087,1292,military_department.a1234-d203,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1088,1293,military_department.a1234-d203,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1090,1295,military_department.a1234-d203,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1091,1296,military_department.a1234-d203,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1092,1297,military_department.a1234-d203,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1093,1299,military_department.a1234-d204,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1094,1300,military_department.a1234-d204,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1095,1301,military_department.a1234-d204,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1096,1302,military_department.a1234-d204,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1097,1303,military_department.a1234-d204,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1099,1305,military_department.a1234-d204,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1100,1306,military_department.a1234-d204,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1101,1307,military_department.a1234-d204,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1102,1308,military_department.a1234-d204,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1103,1310,military_department.a1234-d205,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1104,1311,military_department.a1234-d205,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1105,1312,military_department.a1234-d205,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1106,1313,military_department.a1234-d205,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1107,1314,military_department.a1234-d205,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1109,1316,military_department.a1234-d205,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1110,1317,military_department.a1234-d205,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1111,1318,military_department.a1234-d205,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1112,1319,military_department.a1234-d205,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1113,1321,military_department.a1234-d206,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1114,1322,military_department.a1234-d206,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1115,1323,military_department.a1234-d206,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1116,1324,military_department.a1234-d206,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1117,1325,military_department.a1234-d206,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1119,1327,military_department.a1234-d206,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1120,1328,military_department.a1234-d206,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1121,1329,military_department.a1234-d206,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1122,1330,military_department.a1234-d206,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1123,1332,military_department.a1234-d207,Командир взводу,307003,1,12,military_rank.rank_190
a1234-j1124,1333,military_department.a1234-d207,Бойовий медик взводу,878033,1,7/5 ,military_rank.rank_70
a1234-j1125,1335,military_department.a1234-d208,Головний сержант - командир відділення,102975/182,1,10,military_rank.rank_90
a1234-j1126,1336,military_department.a1234-d208,Старший навідник,102803,1,6/4,military_rank.rank_50
a1234-j1127,1337,military_department.a1234-d208,Номер обслуги,102533,2,4/2,military_rank.rank_30
a1234-j1129,1339,military_department.a1234-d208,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1130,1341,military_department.a1234-d209,Командир відділення - командир гранатомета,145182/148,1,9/6 ,military_rank.rank_70
a1234-j1131,1342,military_department.a1234-d209,Старший навідник,145803,1,6/4,military_rank.rank_50
a1234-j1132,1343,military_department.a1234-d209,Номер обслуги,145533,2,4/2,military_rank.rank_30
a1234-j1134,1345,military_department.a1234-d209,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1135,1347,military_department.a1234-d210,Командир відділення - командир гранатомета,145182/148,1,9/6 ,military_rank.rank_70
a1234-j1136,1348,military_department.a1234-d210,Старший навідник,145803,1,6/4,military_rank.rank_50
a1234-j1137,1349,military_department.a1234-d210,Номер обслуги,145533,2,4/2,military_rank.rank_30
a1234-j1139,1351,military_department.a1234-d210,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1140,1353,military_department.a1234-d211,Командир відділення,139182,1,9/6 ,military_rank.rank_70
a1234-j1141,1354,military_department.a1234-d211,Старший оператор,139810,1,6/4,military_rank.rank_50
a1234-j1142,1355,military_department.a1234-d211,Оператор,139543,2,5/3,military_rank.rank_30
a1234-j1144,1357,military_department.a1234-d211,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1145,1359,military_department.a1234-d212,Командир роти,212003,1,19,military_rank.rank_220
a1234-j1146,1360,military_department.a1234-d212,Заступник командира роти - інструктор з повітряно-десантної підготовки,212003,1,18,military_rank.rank_190
a1234-j1147,1361,military_department.a1234-d212,Заступник командира роти з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j1148,1362,military_department.a1234-d212,Технік,738945,1,10,military_rank.rank_100
a1234-j1149,1363,military_department.a1234-d212,Головний сержант,100974,1,12,military_rank.rank_100
a1234-j1150,1364,military_department.a1234-d212,Сержант з матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j1151,1365,military_department.a1234-d212,Старший бойовий медик,878978,1,7,military_rank.rank_80
a1234-j1152,1366,military_department.a1234-d212,Старший водій,790702,2,6/4,military_rank.rank_50
a1234-j1154,1368,military_department.a1234-d212,Навідник,101281,1,4/2,military_rank.rank_30
a1234-j1155,1370,military_department.a1234-d213,Командир взводу,212003,1,12,military_rank.rank_190
a1234-j1156,1371,military_department.a1234-d213,Головний сержант,100975,1,10,military_rank.rank_90
a1234-j1157,1372,military_department.a1234-d213,Бойовий медик взводу,878033,1,7/5 ,military_rank.rank_70
a1234-j1158,1374,military_department.a1234-d214,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1159,1375,military_department.a1234-d214,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1160,1376,military_department.a1234-d214,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j1161,1377,military_department.a1234-d214,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1162,1378,military_department.a1234-d214,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1163,1379,military_department.a1234-d214,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1165,1381,military_department.a1234-d214,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1166,1382,military_department.a1234-d214,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1167,1383,military_department.a1234-d214,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1168,1385,military_department.a1234-d215,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1169,1386,military_department.a1234-d215,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1170,1387,military_department.a1234-d215,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1171,1388,military_department.a1234-d215,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1172,1389,military_department.a1234-d215,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1174,1391,military_department.a1234-d215,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1175,1392,military_department.a1234-d215,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1176,1393,military_department.a1234-d215,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1177,1394,military_department.a1234-d215,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1178,1396,military_department.a1234-d216,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1179,1397,military_department.a1234-d216,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1180,1398,military_department.a1234-d216,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1181,1399,military_department.a1234-d216,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1182,1400,military_department.a1234-d216,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1184,1402,military_department.a1234-d216,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1185,1403,military_department.a1234-d216,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1186,1404,military_department.a1234-d216,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1187,1405,military_department.a1234-d216,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1188,1407,military_department.a1234-d217,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1189,1408,military_department.a1234-d217,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1190,1409,military_department.a1234-d217,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1191,1410,military_department.a1234-d217,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1192,1411,military_department.a1234-d217,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1194,1413,military_department.a1234-d217,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1195,1414,military_department.a1234-d217,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1196,1415,military_department.a1234-d217,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1197,1416,military_department.a1234-d217,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1198,1418,military_department.a1234-d218,Командир взводу,212003,1,12,military_rank.rank_190
